2022-04-03 08:00:00,10733.60040521
2022-04-03 08:15:00,10743.469194529289
2022-04-03 08:30:00,10763.19314248068
2022-04-03 08:45:00,10762.970274733805
2022-04-03 09:00:00,10762.553782237626
2022-04-03 09:15:00,10761.823916348349
2022-04-03 09:30:00,10787.192080095041
2022-04-03 09:45:00,10775.641246093659
2022-04-03 10:00:00,10761.787422563903
2022-04-03 10:15:00,10733.997434123181
2022-04-03 10:30:00,10703.801713119461
2022-04-03 10:45:00,10711.716495554067
2022-04-03 11:00:00,10754.874910702221
2022-04-03 11:15:00,10759.920691288467
2022-04-03 11:30:00,10780.140185152834
2022-04-03 11:45:00,10801.677573713763
2022-04-03 12:00:00,10779.7943483603
2022-04-03 12:15:00,10779.56049855454
2022-04-03 12:30:00,10735.098605059595
2022-04-03 12:45:00,10707.27663764
2022-04-03 13:00:00,10740.228170658294
2022-04-03 13:15:00,10729.8404590528
2022-04-03 13:30:00,10734.970990536087
2022-04-03 13:45:00,10747.702818508542
2022-04-03 14:00:00,10759.785017087184
2022-04-03 14:15:00,10781.817915175483
2022-04-03 14:30:00,10794.060332690808
2022-04-03 14:45:00,10787.950990036867
2022-04-03 15:00:00,10820.589576294138
2022-04-03 15:15:00,10839.88438478917
2022-04-03 15:30:00,10860.630097820398
2022-04-03 15:45:00,10853.93173494314
2022-04-03 16:00:00,10882.372453471356
2022-04-03 16:15:00,10898.016348240242
2022-04-03 16:30:00,10896.05445683451
2022-04-03 16:45:00,10896.884957692606
2022-04-03 17:00:00,10876.092275737128
2022-04-03 17:15:00,10875.762001997618
2022-04-03 17:30:00,10874.793622891591
2022-04-03 17:45:00,10886.86608518792
2022-04-03 18:00:00,10918.29642246736
2022-04-03 18:15:00,10953.670144006823
2022-04-03 18:30:00,10995.862960079674
2022-04-03 18:45:00,11011.309377862743
2022-04-03 19:00:00,10994.547291634432
2022-04-03 19:15:00,10989.12782242753
2022-04-03 19:30:00,11003.09268020016
2022-04-03 19:45:00,10998.852912179069
2022-04-03 20:15:00,10941.849713237369
2022-04-03 20:30:00,10882.431128255002
2022-04-03 20:45:00,10907.468135605053
2022-04-03 21:15:00,10895.29106288733
2022-04-03 21:30:00,10867.29773220198
2022-04-03 21:45:00,10865.152521077816
2022-04-03 22:00:00,10866.708485724741
2022-04-03 22:15:00,10892.833055843428
2022-04-03 22:30:00,10914.342479835957
2022-04-06 01:45:00,12678.11535132
2022-04-06 02:15:00,12678.11535132
2022-04-06 02:30:00,12678.11535132
2022-04-06 02:30:00,12678.11535132
2022-04-06 02:30:00,12678.11535132
2022-04-06 02:45:00,12678.11535132
2022-04-06 03:00:00,12678.11535132
2022-04-06 03:00:00,12678.11535132
2022-04-06 03:30:00,12678.11535132
2022-04-06 03:45:00,12678.11535132
2022-04-06 03:45:00,12678.11535132
2022-04-06 04:00:00,12678.11535132
2022-04-06 04:00:00,12678.11535132
2022-04-06 04:15:00,12678.11535132
2022-04-06 04:15:00,12678.11535132
2022-04-06 04:30:00,12678.11535132
2022-04-06 04:30:00,12678.11535132
2022-04-06 04:45:00,12678.11535132
2022-04-06 04:45:00,12678.11535132
2022-04-06 05:00:00,12678.11535132
2022-04-06 05:00:00,12678.11535132
2022-04-06 05:15:00,12678.11535132
2022-04-06 05:15:00,12681.136898695
2022-04-06 05:15:00,12679.332212449319
2022-04-14 07:00:00,12620.47191612
2022-04-14 07:00:00,12620.47191612
2022-04-14 07:00:00,12620.47191612
2022-04-14 07:45:00,12620.47191612
2022-04-14 07:45:00,12620.47191612
